"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","income","political","politicalOther","covidEmployment","feedback"
"u_vvpHoh8aPqVxk7TBnYx7Vdld55HKvntmekiCOVZKLoa2DlPNmtdd47qNHjXg6E","2021-08-23 19:14:24","2021-08-23 19:15:58","2021-08-23 19:15:58","","9268","hev, phev","phev","not_sure","2","Gasoline","","SFH","","2","probablyYes","probablyYes","1997","female","","white","","hs","employed_under40","detached","","own","","2","inc_50to75","moderate","","no",""
"z-SaORcEHdvivgbq_xrcASWiYdw3CAowo9AV6ycYEWJUKuiqdM1HujutEo0jmFO5","2021-08-23 19:14:28","2021-08-23 19:16:11","2021-08-23 19:16:11","","5195","hev","phev, bev","not_sure","2","Gasoline","","street","","2","maybe","probablyNot","1978","female","","white","","degree_associate","not_employed_yes_looking","mobile","","rent","","3","inc_35to50","moderate","","yes",""
"oYhKyca3xwjnmlt8VlT0_WJFhCtvOOxJWlN7P83u8BHx6q-Lk2poxJJyIM0xquVK","2021-08-23 19:14:33","2021-08-23 19:15:55","2021-08-23 19:15:55","","102","hev","hev, phev, bev","7500","1","Gasoline","","driveway, SFH","","2","definitelyYes","definitelyYes","1983","female","","white","","degree_ms","employed_over40","detached","","own","","2","inc_100to150","moderate","","no",""
"yCw8ARYGHM0amBwQ0CWfKR2i8FsElHAls5km568EFp3nIrhSCNpnpi3gOhbeojBJ","2021-08-23 19:14:35","2021-08-23 19:16:27","2021-08-23 19:16:27","","4139","hev","hev, phev, bev","not_sure","3","Gasoline","","SFH","","2","maybe","probablyNot","1959","female","","white","","college_some","retired","detached","","own","","2","inc_75to100","moderate","","no",""
"0Ws_JK3lx8mvknB7ZHZCeH30bMzElK35TkaiSCHSlzbDcNbojtttYpa4r6Ackwrc","2021-08-23 19:14:43","2021-08-23 19:16:34","2021-08-23 19:16:34","","8815","hev","phev, bev","not_sure","3","Gasoline, Hybrid","","driveway, shared_garage","","3","probablyYes","probablyYes","1980","male","","","Mixed Race","college_some","employed_over40","detached","","own","","4","inc_35to50","moderate","","no",""
"ppdnETw3RiAGDgme1GOIMo4BfC6PZKrnMJcm9-iR8S4PIAMw-dRltNdXWV6wg-qv","2021-08-23 19:14:50","2021-08-23 19:15:59","2021-08-23 19:15:59","","3421","hev, phev","phev, bev","not_sure","1","Gasoline","","SFH","","3","probablyNot","probablyNot","1985","male","","white","","college_some","employed_over40","detached","","own","","5 or more","inc_50to75","very_conservative","","no",""
"iAWiJEu1rXuXjSLKgSVsrSo6A_1BqsPu1KNX6BoA0LlhYRpUt8tSIw2xW6ElgtgO","2021-08-23 19:14:51","2021-08-23 19:16:43","2021-08-23 19:16:43","","6320","phev","phev","5000","1","Gasoline","","driveway, SFH","","3","probablyYes","probablyYes","1967","female","","white","","college_some","employed_over40","detached","","own","","3","inc_50to75","moderate","","no",""
"ROF0dMMfmCbKZUVQ-yiU24WsPyHldGfRVKN6eF6-vRv6wNq7P9u9ypRmw9fRUcXN","2021-08-23 19:14:52","2021-08-23 19:16:21","2021-08-23 19:16:21","","8575","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","probablyNot","1963","male","","black","","college_some","employed_over40","detached","","own","","5 or more","inc_150to200","conservative","","yes","Nothing"
"SDyXQuChN9LyRTAK7F7mV_wD9xVDNXumH3EDX-0CLaVnbq1B56vD3sN7bXDPyx3l","2021-08-23 19:14:59","2021-08-23 19:16:38","2021-08-23 19:16:38","","3898","bev","phev","not_sure","1","Gasoline","","shared_lot","","1","probablyNot","probablyYes","2000","female","","white","","hs","student","apartment","","rent","","3","inc_35to50","liberal","","yes",""
"RvHvyINpBsmA2_uRfegTyMDaRm87ouwsn2wQlJV1TTS90xQp0cK905_NqbBHpy6T","2021-08-23 19:15:01","2021-08-23 19:17:16","2021-08-23 19:17:16","","466","hev, phev","hev, phev, bev","not_sure","3","Gasoline","","driveway, SFH","","3","maybe","maybe","1965","male","","white","","degree_associate","employed_over40","detached","","own","","3","inc_50to75","conservative","","no",""
"DBLpw8b5q_z9edbKxmTyYE42vqrsMeKqnJ7BMZw9jwui1ISct8MdNo4o85pqpE46","2021-08-23 19:15:02","2021-08-23 19:16:47","2021-08-23 19:16:47","","1256","hev, phev","hev, phev, bev","7500","1","Gasoline","","driveway","","2","probablyNot","maybe","1988","female","","white","","hs","employed_over40","mobile","","own","","3","under25","moderate","","no",""
"Gl3wEKuC-q9CkSwFVtXM5Ko31-Cs1sC7WhnmDUMngLrbJHlkC-jobjuA7hePpYs_","2021-08-23 19:15:02","2021-08-23 19:17:12","2021-08-23 19:17:12","","1384","hev","phev","not_sure","0","","","street","","2","probablyYes","probablyYes","1982","male","","white","","hs","disabled","prefer_not_say","Homeless","prefer_not_say","N/A","2","under25","moderate","","no",""
"KGH6D-IhaqJnVrGxjFtTNtF5ObPgF01NT0G8U7D1b4nSC17_k9WQTlZRS49wEWEw","2021-08-23 19:15:03","2021-08-23 19:16:46","2021-08-23 19:16:47","","1002","hev, phev","hev, phev, bev","7500","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1976","male","","white","","college_some","employed_under40","detached","","own","","5 or more","inc_25to35","very_conservative","","no",""
"ciepgBGHAj3hnmKsDQw2kWPy_IOzP4Clj386g0RPqp1yarVfeJcdkXKMoW7lUTfs","2021-08-23 19:15:13","2021-08-23 19:16:58","2021-08-23 19:16:58","","5074","hev, phev","phev, bev","7500","3","Gasoline","","street, driveway, SFH","","3","probablyYes","maybe","1994","female","","asian","","degree_bs","employed_over40","detached","","own","","3","inc_75to100","moderate","","no",""
"3KAHHqdzwPNUJ2WDxaDz9EP00SSULeqzazjfMsfgeIvMnPbZisNEv6RGUbhatJ-D","2021-08-23 19:15:32","2021-08-23 19:16:41","2021-08-23 19:16:41","","8548","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","maybe","probablyNot","1995","female","","white","","degree_bs","employed_over40","apartment","","rent","","2","inc_75to100","conservative","","no",""
"CP-uHr09PyBPssO-pYnqsMvZW2CzqW0CzwZGC-NSn3tPriW1cO-d6C4rr4j_7j01","2021-08-23 19:15:42","2021-08-23 19:17:48","2021-08-23 19:17:48","","9369","hev, phev","phev, bev","2500","1","Gasoline","","driveway, SFH","","2","probablyNot","probablyNot","1992","male","","white","","hs","employed_over40","townhome","","own","","1","inc_35to50","conservative","","no","thanks"
"nwrTqK5ySNtp5g5pkTPtq4sZlLU2jb-B3dxOIfluZuNeACqhGSTQe6Jkd72ZXVgX","2021-08-23 19:15:43","2021-08-23 19:18:23","2021-08-23 19:18:23","","9992","hev, phev","phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","2","probablyYes","probablyNot","1999","female","","white","","degree_associate","employed_under40","detached","","own","","3","inc_35to50","very_liberal","","no",""
"EehKZ2VqRnlwjKQUvUFcFmwAAuVtafG9iByEucwLxq0nfwBtemeCYgwXiypW-VRy","2021-08-23 19:15:45","2021-08-23 19:18:06","2021-08-23 19:18:06","","4073","hev","phev","not_sure","1","Gasoline","","driveway","","3","maybe","maybe","1966","female","","white","","college_some","disabled","mobile","","rent","","2","inc_35to50","liberal","","yes",""
"UBU86W4eyMK5eW8WIr-9Ym7V0Bm_hi0nKHMzSAJwy0xNmJTGgkaQVJMnZeEUwwBc","2021-08-23 19:15:51","2021-08-23 19:17:20","2021-08-23 19:17:20","","6366","hev, phev","phev, bev","not_sure","2","Gasoline","","street, driveway","","2","probablyYes","maybe","1998","male","","white","","college_some","student","detached","","rent","","4","inc_50to75","very_liberal","","yes",""
"1Nm4I0EBRDZAttt2zu7kIEDaidDLHXkxdnCLQTQCPTOsioXZHqHAIP3wHBKUB3Gx","2021-08-23 19:15:53","2021-08-23 19:18:01","2021-08-23 19:18:01","","1961","hev, phev","phev, bev","not_sure","1","Gasoline","","street","","2","probablyYes","definitelyYes","1995","male","","asian","","degree_associate","not_employed_yes_looking","apartment","","rent","","1","under25","liberal","","yes","No further comments. Thank you."
"A38_G01cWXV2AMNmJJTdMYnfFEBrhY_ATCq_n439co9WcgxNyV2Zwn_OIvbNVq8P","2021-08-23 19:15:55","2021-08-23 19:18:45","2021-08-23 19:18:45","","8070","hev, phev","hev, bev","5000","1","Gasoline","","driveway","","3","probablyNot","probablyNot","1974","male","","black","","hs","employed_under40","detached","","own","","2","inc_35to50","moderate","","no","None."
"HUslDb62cDYOG9KSWC6Nk_SWpBWjdmGXPMz0mA0RVnIrK34DD5TR4cfZ_J_aN2vN","2021-08-23 19:15:56","2021-08-23 19:18:15","2021-08-23 19:18:15","","4637","hev","phev, bev","not_sure","2","Gasoline","","street, driveway, SFH","","1","maybe","probablyNot","1992","male","","hispanic","","college_some","employed_over40","apartment","","rent","","1","inc_50to75","moderate","","no","None"
"V_neqrW9UmEYVvomybnDr1L5LXbaiNmQti7A09Diw3StheVtj8uaIkgYYadYEC8G","2021-08-23 19:15:59","2021-08-23 19:17:01","2021-08-23 19:17:01","","3519","hev, phev","hev, phev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1997","male","","hispanic","","college_some","not_employed_not_looking","apartment","","rent","","2","inc_50to75","liberal","","no",""
"RN5ABb6vwmqN9KEg4pC9kF9fzp7Z5QycDmI_2IW3aZCqiwxd3YPqSpeoLg2XfGUL","2021-08-23 19:16:12","2021-08-23 19:17:59","2021-08-23 19:17:59","","7884","hev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyYes","1988","male","","white","","hs","employed_over40","apartment","","rent","","1","inc_25to35","conservative","","no",""
"6SYNqGQC7k1q_lNskur9BkiYq7VMrRzgsBrOhpWM0E8bryOrVY9wlJDWZBS4V5JC","2021-08-23 19:16:16","2021-08-23 19:17:50","2021-08-23 19:17:50","","5203","hev, phev","phev, bev","not_sure","1","Gasoline","","SFH","","1","definitelyYes","probablyYes","1968","male","","white","","degree_phd","employed_over40","detached","","own","","2","prefer_not_say","liberal","","no",""
"hU7UTV51oM5ecRudScYTBPq-a-zcDV6D0FXM8UpcIW3LcErK0iP-mCNjFBCWprC1","2021-08-23 19:16:19","2021-08-23 19:20:18","2021-08-23 19:20:18","","9274","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1981","female","","white","","degree_bs","employed_under40","detached","","own","","4","inc_35to50","moderate","","no",""
"L7c7g8lUE9inXLE2W_FZIdUJqN7zjAtiAS3AwAldO9xpJjWdNu0BJGxzFrA5z3ly","2021-08-23 19:16:41","2021-08-23 19:18:58","2021-08-23 19:18:58","","6178","hev","hev, phev, bev","7500","1","Gasoline","","driveway","","3","probablyYes","probablyYes","1985","male","","black","","degree_ms","employed_under40","apartment","","rent","","1","inc_35to50","moderate","","no",""
"2-R446O4bdNdw128bztGDp--T7HQiVWDTHGrPgcX-GzqG3GiAyZllRtDxS-dAKyh","2021-08-23 19:16:42","2021-08-23 19:18:53","2021-08-23 19:18:53","","9156","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1966","male","","white","","hs","not_employed_yes_looking","detached","","own","","2","inc_35to50","moderate","","yes","do not have any."
"fjnIXfF8xoZs5kM_d0epdrrB5-pum2WloMZlDMQcUjLW9oT_5BqC6bqCkZYrHJJF","2021-08-23 19:16:48","2021-08-23 19:18:43","2021-08-23 19:18:43","","3865","hev, phev","hev, phev, bev","7500","3","Gasoline","","street, SFH","","2","definitelyYes","definitelyYes","1989","male","","hispanic","","hs","employed_over40","detached","","own","","5 or more","inc_50to75","moderate","","no",""
"Uerrdh7rD5bOQbv8BY1i70M5oJ5yrX2ppGn4JRD11lkwVqXFfYHAtk61wCqtOepY","2021-08-23 19:16:50","2021-08-23 19:20:26","2021-08-23 19:20:26","","9289","hev, phev","phev, bev","7500","2","Hybrid, Electric","","street","","3","probablyNot","maybe","2000","female","","white","","degree_associate","employed_under40","townhome","","rent","","2","inc_50to75","moderate","","no",""
"aoLd-ivCBZQslvTzHwBSbifKt2U2-D2cWphpyjw2jY0EfLoTP-Fza-zCyaxAEbiy","2021-08-23 19:16:50","2021-08-23 19:18:11","2021-08-23 19:18:11","","147","hev","phev, bev","7500","1","Gasoline","","street, driveway","","2","probablyYes","definitelyYes","1986","male","","white","","college_some","employed_under40","mobile","","own","","1","inc_25to35","moderate","","no",""
"E5MagXNE-OAslc1jrYusZz1IY3taEyhxLrP-4gpyjafzQbHDiFyYoBz9oqMS3lRf","2021-08-23 19:16:57","2021-08-23 19:18:54","2021-08-23 19:18:54","","6190","hev","phev, bev","2500","2","Gasoline","","street, driveway","","2","probablyNot","probablyNot","1984","male","","white","","hs","employed_over40","townhome","","rent","","4","inc_25to35","moderate","","no",""
"0Fk6mc18EUyxdZsId1mvvIyeEwZGS56vEdwDAITJeauuz6QNeV3WUmDJg_qHOgQe","2021-08-23 19:17:01","2021-08-23 19:19:11","2021-08-23 19:19:11","","7033","hev","phev","not_sure","2","Gasoline","","driveway, SFH","","3","maybe","definitelyNot","1994","male","","white","","hs","employed_over40","detached","","rent","","5 or more","under25","moderate","","yes",""
"fkNY3xikWdq3SUmnzOkAWENlNa0Ah8xRwc6GO_7tUdmxn8Kr9TsfBI4LRhiijEGQ","2021-08-23 19:17:04","2021-08-23 19:21:41","2021-08-23 19:21:41","","637","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1995","female","","white","","hs","employed_over40","apartment","","rent","","4","inc_50to75","very_conservative","","no",""
"PpUOGLw4lz1kxkX0vXLxU0cPDYDSwdV-yQcG9sg6o2ZqUy1VHDMuwK2GD0nVatLw","2021-08-23 19:17:07","2021-08-23 19:22:19","2021-08-23 19:22:19","","9917","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","1","definitelyYes","definitelyYes","1985","female","","white","","hs","not_employed_not_looking","townhome","","rent","","4","inc_50to75","liberal","","no",""
"nH-hUy8ZdcgMNz_9beuQeK-AuKy20I2Jcq-Kj0AJNUi92iKYVqvZ4KBpD_wl2soe","2021-08-23 19:17:25","2021-08-23 19:18:58","2021-08-23 19:18:58","","447","hev, phev","phev, bev","10000","1","Gasoline","","street, driveway","","3","probablyYes","probablyYes","1984","female","","white","","college_some","not_employed_yes_looking","apartment","","rent","","2","inc_50to75","very_liberal","","yes",""
"2mK3WEoy0JJN5uqMVrBnhBb_4l8y1EXT2BveAWKPzrRECxVNPK-rflIrk2_9S0Cd","2021-08-23 19:17:49","2021-08-23 19:20:04","2021-08-23 19:20:04","","8194","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyYes","probablyYes","1969","female","","white","","degree_ms","employed_under40","detached","","own","","4","inc_50to75","very_liberal","","no","It’s a good survey!"
"JwRUsjUYodCKaQnb0iqyZIDyIwq--VIhrfIEdk503dx4OTBRiAdpGoDVhWWlQ4BZ","2021-08-23 19:17:49","2021-08-23 19:20:03","2021-08-23 19:20:03","","2557","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","maybe","1961","male","","white","","college_some","retired","detached","","rent","","1","inc_50to75","moderate","","no",""
"19jxsQouR3EaRJlE_FwzxPDPrtN5lWEkilFg_7248miWpmYIZ0Aa0pHaCgRE6Gvx","2021-08-23 19:18:32","2021-08-23 19:27:21","2021-08-23 19:27:21","","591","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1988","male","","white","","college_some","employed_over40","detached","","rent","","1","inc_25to35","liberal","","yes",""
"92pq461Wa6kX1fAZvkxCsaMSwez_2tcO2dTOYzaenEcJnnZZPssl9lORTGOQmhVN","2021-08-23 19:18:35","2021-08-23 19:21:06","2021-08-23 19:21:06","","3955","hev","phev","2500","2","Gasoline","","street, driveway, SFH","","3","probablyYes","maybe","1997","male","","black, hispanic, native","","college_some","employed_over40","detached","","own","","3","inc_25to35","liberal","","no","Thanks, I learned stuff."
"OPcjVCPtG05tEc1_oh53HDL1JeAq3tzoj8SftH9A4J8bxZT2MiJzcKWIv_PYwt0E","2021-08-23 19:18:39","2021-08-23 19:21:08","2021-08-23 19:21:08","","5438","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","probablyNot","1990","female","","white","","college_some","student","detached","","rent","","2","inc_25to35","moderate","","no",""
"Rk-IFXzxe8I9vzoHF5DlwKQvKQ3RqPPWsw4gF7sbO_bo-yNEVRSffd-j28Tr_Wm3","2021-08-23 19:19:10","2021-08-23 19:21:50","2021-08-23 19:21:50","","3956","hev","phev","not_sure","1","","Diesel","street, driveway","","1","probablyYes","probablyNot","1972","female","","white","","degree_associate","not_employed_yes_looking","mobile","","rent","","2","inc_25to35","moderate","","no","Good survey, easy and quick"
"kbTydqm0NnZRM8GPEdxm1UkN7vYudnAOYSbaMakr15w552G0n9gRzncN68DO_oDY","2021-08-23 19:19:46","2021-08-23 19:23:31","2021-08-23 19:23:31","","5055","hev","phev","not_sure","0","","","shared_lot","","3","probablyYes","probablyYes","1962","male","","black","","degree_ms","employed_over40","apartment","","rent","","2","under25","moderate","","yes",""
"Xurb4I_8VvuQt4ZUQLRm2LgE4wEijNxFJJDFTxe-c9WCBKKsiiGhdsVpkaSEwDvk","2021-08-23 19:19:56","2021-08-23 19:22:41","2021-08-23 19:22:41","","3068","hev, phev","hev, phev, bev","not_sure","5","Gasoline","","driveway, SFH","","2","maybe","maybe","1973","male","","white","","college_some","employed_over40","mobile","","own","","3","inc_150to200","liberal","","no",""
"fmWTltBhC5RUv9gkwHJsmebmSxtenuuAluwGDhL6nPN4VSWzZZus0HrI3YQ7tgwq","2021-08-23 19:21:34","2021-08-23 19:26:06","2021-08-23 19:26:06","","1211","bev","phev","not_sure","1","Gasoline","","shared_lot","","2","probablyYes","maybe","1964","female","","black","","degree_associate","employed_over40","townhome","","rent","","3","under25","conservative","","yes","I really enjoyed completing this survey it was very informative and easy to complete and I learned a lot about different types of incentives for purchasing a electric or hybrid cars."
"Ej70nD1X01Bi1wCE5Q3eKTwzN5chLW5_fDKsvU612m02FgfTKZCk8GsTscx5eM6v","2021-08-23 19:21:43","2021-08-23 19:24:46","2021-08-23 19:24:46","","5894","hev","phev","not_sure","2","Gasoline","","street, driveway","","3","probablyYes","probablyNot","1981","male","","native","","hs","disabled","townhome","","rent","","5 or more","inc_35to50","moderate","","no","Very interesting survey and they like to think about."
"0acVswc1qYCLKMo5_grktMIraS3YoVQWGWItg8BFkpAZTvbd4u5J8ZSiM3tubUAg","2021-08-23 19:22:59","2021-08-23 19:25:41","2021-08-23 19:25:41","","521","hev","hev, phev, bev","not_sure","2","Gasoline","","driveway, SFH","","1","probablyYes","probablyNot","1977","female","","white","","degree_associate","employed_under40","mobile","","rent","","3","inc_25to35","liberal","","yes",""
"8h1s4YP4wQtdhMQ8oO8upP_p9mKjqsbgfKJCRGC2bClgNBdRv20tjj9AN4CcB1Fz","2021-08-23 19:23:40","2021-08-23 19:25:24","2021-08-23 19:25:24","","8232","hev, phev","hev, phev, bev","not_sure","4","Gasoline","","street, driveway","","2","probablyYes","probablyYes","1981","male","","black, white","","vocational","employed_over40","detached","","own","","2","inc_50to75","conservative","","no",""
"fHNlK_JA0vgy7CxQrtjK2Pq3rNILq0c_lcfTvO2NuMPGlQjTVX-zf9wCqgUiXOvZ","2021-08-23 19:28:26","2021-08-23 19:31:42","2021-08-23 19:31:42","","3425","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","3","probablyNot","probablyNot","1981","male","","white","","degree_associate","employed_over40","detached","","own","","4","inc_35to50","liberal","","no","None at this time"
"I5KPOD5o7mtO-Fr4pvkC13hWjNne9gOJ-A1pLZ5QYiwO184jPnHu4a8xFxs4xNba","2021-08-23 19:29:09","2021-08-23 19:30:52","2021-08-23 19:30:52","","1263","bev","phev","not_sure","2","Gasoline","","SFH","","2","definitelyYes","definitelyYes","1976","female","","asian","","degree_bs","not_employed_not_looking","detached","","own","","5 or more","inc_100to150","moderate","","no",""
"527fdoEDcB7wTisvNndnXeZYTmYyHl1rfJd1DkfjQFrVtHy5nI4gM9patcveogIX","2021-08-23 19:29:56","2021-08-23 19:32:16","2021-08-23 19:32:16","","7960","hev","hev","10000","2","Hybrid","","street, driveway, SFH","","1","maybe","maybe","1992","female","","white","","hs","employed_under40","mobile","","own","","5 or more","inc_50to75","moderate","","no","Add a video to this survey"
"tQQHdcCa9cKV-80CAyA7uTUDatdQ4ZOWIZlEjloZeVT0DebMX5FYS0er-Pu_tQpJ","2021-08-23 19:33:52","2021-08-23 20:08:37","2021-08-23 20:08:37","","7019","hev","phev, bev","not_sure","5","Gasoline","","driveway","","2","maybe","probablyNot","1979","female","","white, native","","college_some","employed_under40","detached","","own","","5 or more","inc_35to50","conservative","","yes",""
"ZAZYlE4c0I-tUSMautkHjUFYAZUuLUR2E29dJAzPi9Kf6sIUT10WN-3E2VBhh9jA","2021-08-23 19:44:23","2021-08-23 19:46:12","2021-08-23 19:46:12","","777","hev, phev","hev, phev, bev","not_sure","3","Gasoline","","street, driveway","","2","maybe","probablyNot","1989","female","","white, native","","college_some","employed_under40","detached","","own","","5 or more","inc_25to35","moderate","","no",""
"yuV7V479rISE2MQ8-FeL2P50nnbRTkw8Yetfg0zOBnVwisvRMiek4uEUHuBml5Xn","2021-08-23 21:46:00","2021-08-23 21:47:21","2021-08-23 21:47:21","","40","hev, phev","phev, bev","not_sure","1","Hybrid","","driveway","","2","definitelyYes","definitelyYes","1965","female","","asian","","degree_ms","employed_over40","condo","","own","","2","inc_250to300","liberal","","no",""
"WlK4_ZJ5aj6nNSuyIsgVBy9FV7QNbME9vAsovd9wipwjflR5HujLGyjdqj1Jlr6i","2021-08-23 21:46:40","2021-08-23 21:48:41","2021-08-23 21:48:41","","4371","hev","phev, bev","not_sure","2","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1947","male","","white","","degree_associate","retired","detached","","own","","2","inc_75to100","very_conservative","","no",""
"vR5-nvN_GuOvE5jMtI83XCVzspzuK_O-rZnpvGWQsEnlNAX6H3InMwWZRerUi3QJ","2021-08-23 21:47:26","2021-08-23 21:48:53","2021-08-23 21:48:53","","6872","hev","hev, phev, bev","7500","1","Gasoline","","street, shared_lot","","3","definitelyYes","definitelyYes","1988","male","","white","","degree_ms","employed_under40","apartment","","rent","","1","inc_75to100","moderate","","no","n/a"
"u7JOFbSNcAvXMjjKcko14_xTemwjWMcGO7tBqIarBhodNLRhOt9Pf7e_dQ9YpiC8","2021-08-23 21:48:55","2021-08-23 21:51:15","2021-08-23 21:51:15","","7091","hev","hev, phev, bev","2500","2","Gasoline","","driveway","","2","probablyYes","definitelyYes","1974","male","","asian","","degree_ms","employed_over40","detached","","own","","4","inc_100to150","liberal","","no","No "
"Rc2ue_nG6WQiucHs2vSsq0nt9we_YPEuFm8YaTCTvLBZLsJmr71MJUsLiKgFpuqz","2021-08-23 22:06:05","2021-08-23 22:08:04","2021-08-23 22:08:04","","7763","hev, phev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","2","probablyNot","probablyNot","1959","male","","white","","degree_bs","retired","townhome","","own","","2","inc_100to150","moderate","","no",""
"AdqTPtUxRjeOauXH1K5dWrW4n0jOaMvRD7Rp82aLAAEAEd4q2OJMasL-ZSOvP_Dg","2021-08-23 22:06:56","2021-08-23 22:08:28","2021-08-23 22:08:28","","5718","phev","phev, bev","not_sure","1","Gasoline","","SFH","","1","maybe","maybe","1970","female","","hispanic","","degree_ms","employed_over40","condo","","own","","2","inc_100to150","liberal","","no","not  at this time other "
"cqi1jjtKm4e98Nh5x0bKAcTRvpaWLr7ssrv9xXp9IMOGn82Ch7aTo4_12mm_cBZk","2021-08-23 22:08:03","2021-08-23 22:10:00","2021-08-23 22:10:00","","9768","hev","phev, bev","7500","1","Gasoline","","SFH","","2","maybe","maybe","1961","female","","white","","degree_ms","retired","detached","","own","","2","inc_75to100","moderate","","no",""
"12CJOxPHRxbOdcjPz2tZM2BthB4PLca-gd_Dj-ZUX_83OvHS-C429N9BHKQhHYlE","2021-08-23 22:25:13","2021-08-23 22:26:47","2021-08-23 22:26:47","","9899","hev, phev","phev, bev","not_sure","1","Hybrid","","street, driveway, SFH","","3","probablyYes","maybe","1954","female","","white","","degree_bs","retired","condo","","own","","2","inc_150to200","liberal","","no",""
"8j5JPw_PxDaSYiMx66ZaatzG_ugH9tnoXni7v18LvBGPuPezF6-lEdEdu19YhKWj","2021-08-23 22:25:14","2021-08-23 22:27:06","2021-08-23 22:27:06","","836","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","1","definitelyYes","definitelyYes","1968","female","","white","","degree_ms","employed_over40","condo","","own","","1","inc_75to100","moderate","","no",""
"vQm7MB4aJfuILIDGNj3ZSIFaeYLGS7NdaMEezMT8PEo8bEfrT1lIpv3E_IoDM56l","2021-08-23 22:26:20","2021-08-23 22:27:54","2021-08-23 22:27:54","","4542","hev","phev","not_sure","3","Gasoline","","SFH","","2","probablyNot","probablyNot","1970","male","","white","","degree_md","employed_over40","detached","","own","","4","inc_75to100","conservative","","no",""
"ikX10kaciFzXVARN8TgC29pd9tlE9DSK7VuDc7XpgeNlOumObvuAg00cQkqBWJto","2021-08-23 22:26:21","2021-08-23 22:28:00","2021-08-23 22:28:00","","7404","phev, bev","bev","7500","1","Hybrid","","street","","1","definitelyYes","probablyYes","1985","male","","white","","degree_ms","employed_under40","townhome","","own","","3","inc_150to200","very_liberal","","yes","its great"
"oGs3VGktZB4siI5_eMQSTh-umKIZ8D4K_8viIK3Y_KOfx-JpW0uzLIJsOeA9RZak","2021-08-23 22:40:47","2021-08-23 22:41:29","2021-08-23 22:41:29","","332","hev","phev","1000","2","","","driveway","","2","probablyYes","definitelyYes","1979","male","","white","","degree_bs","employed_over40","detached","","own","","5 or more","inc_100to150","very_liberal","","no",""
"8YVzXWpfJ30VjGLzjOZqEvvyOpyHUjhHEctoT2Zr6Ukh0TTiTBu_5z1XpIaFKYP-","2021-08-23 22:42:23","2021-08-23 22:43:41","2021-08-23 22:43:41","","7599","hev","hev, phev, bev","5000","2","Gasoline","","driveway","","2","probablyYes","probablyYes","1984","male","","white","","hs","employed_over40","detached","","rent","","5 or more","inc_50to75","very_conservative","","no","None "
"_aF6FFW5SVQdhBP8SDtDowjinZtgIymTKgP3AiBODiXjuzroIVdkTHOFCIYWEjRu","2021-08-23 22:45:13","2021-08-23 22:47:41","2021-08-23 22:47:41","","3045","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyYes","probablyNot","1938","male","","white","","degree_ms","retired","apartment","","rent","","2","inc_100to150","very_conservative","","no",""
"F4uWdN9IcEjP-htdtXOGYgRI_iKegAI2jgnTZdI1qkkjpm7i4J_yTGRR_w_d8VZE","2021-08-23 23:02:36","2021-08-23 23:03:20","2021-08-23 23:03:20","","8117","phev","hev","5000","3","Hybrid","","driveway","","2","probablyYes","maybe","1971","male","","hispanic","","vocational","employed_under40","detached","","own","","4","inc_over400","very_liberal","","yes",""
"fkliY-teExWZ9zD0MTU0YFAEXBXCi5BeUbEo3MlGXuDW3jksdQZLOD6mGW43q-2N","2021-08-23 23:03:48","2021-08-23 23:05:18","2021-08-23 23:05:18","","4212","hev, phev","phev, bev","not_sure","2","Gasoline, Hybrid","","driveway, SFH","","3","definitelyYes","definitelyYes","1954","male","","white","","college_some","retired","detached","","own","","2","inc_200to250","liberal","","no",""
