"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","political","politicalOther","covidEmployment","feedback"
"vLAkyjDOa-C9zvSw66cVyK7g_EIqyb5qUz4KrCAH2MRbf5Qe8HTE4nXu3hAXH8K8","2021-10-30 17:16:43","2021-10-30 17:22:07","2021-10-30 17:22:07","","5541","hev, phev","phev, bev","5000","6","Gasoline","","shared_lot","","2","maybe","probablyNot","1986","female","","","Caucasian","no_hs","disabled","prefer_not_say","","prefer_not_say","","prefer_not_say","moderate","","no","Thank you, appreciate the food for thought topic. Fun to participate in. Take care."
"5hOR02rIz1uolycqmB3TXSBICLKDx-JxJBQgeBU1GgdTM_vyvKAIIH1AtTQvQgbs","2021-10-30 17:17:30","2021-10-30 17:20:17","2021-10-30 17:20:17","","6622","hev","phev","not_sure","1","Gasoline","","street","","2","definitelyNot","definitelyNot","1980","female","","white","","degree_associate","not_employed_yes_looking","apartment","","rent","","3","very_conservative","","yes",""
"lpE20aC3Mt2l8Mk17yFMd9udatcn4OyISwdfQqvxn2uCMpnS8MFq4XhSWZag5h_4","2021-10-30 17:17:33","2021-10-30 17:20:05","2021-10-30 17:20:05","","3496","hev, phev","phev, bev","not_sure","1","Hybrid","","street","","3","probablyNot","definitelyNot","1957","male","","black","","degree_associate","employed_over40","apartment","","rent","","1","liberal","","no","Nothing else"
"UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX","2021-10-30 17:17:47","2021-10-30 17:19:21","2021-10-30 17:19:21","","3344","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1990","female","","white","","no_hs","employed_under40","detached","","rent","","5 or more","moderate","","yes",""
"x2mvVUPMVSTC-U0ZvOYGAg4MSA1JTSJhRbFDY4eLvRkoEou7GoHWQBlkyP589YXy","2021-10-30 17:18:00","2021-10-30 17:19:51","2021-10-30 17:19:51","","8735","hev","hev","not_sure","2","Gasoline","","SFH","","2","maybe","maybe","1938","male","","white","","degree_ms","employed_over40","detached","","own","","2","very_liberal","","no",""
"XAQhm6-ff6uWbROVJ8JxoZyrw5Yfzqis2pqbjFGkK4rsYTaUzlRBLtleubZT6NLJ","2021-10-30 17:18:11","2021-10-30 17:20:03","2021-10-30 17:20:03","","4869","hev, phev","phev, bev","7500","2","Gasoline, Hybrid","","driveway","","2","probablyNot","definitelyYes","1950","male","","white","","degree_ms","retired","detached","","own","","1","very_liberal","","no",""
"xL0kDRNXrj-KjjcRRHVam9qaoNu40XNHBAQCDsaEg6KlneeNpU0V3n9IBko3OgCL","2021-10-30 17:18:48","2021-10-30 17:21:14","2021-10-30 17:21:14","","3919","hev","phev","5000","2","Gasoline","","SFH","","2","maybe","maybe","1969","female","","white","","degree_associate","employed_over40","detached","","own","","3","conservative","","yes","Nope fairly easy"
"STLBSzJuqTSj4tBbqvhVISnQBZ4fCasF91ubX7ou0ArHaV9hYroT8ALUsNV16_42","2021-10-30 17:19:00","2021-10-30 17:20:54","2021-10-30 17:20:54","","3090","hev","phev","10000","1","Gasoline","","driveway","","2","maybe","maybe","1972","female","","white","","degree_bs","employed_over40","townhome","","rent","","3","very_liberal","","no",""
"iOK6AS28SktDSOPVQPdiEZQXN1hdQoTbsqeNU7FSlyTBjGEERHsQPVxUT642DuAT","2021-10-30 17:19:18","2021-10-30 17:22:35","2021-10-30 17:22:35","","8808","hev","bev","2500","2","Gasoline","","driveway","","2","definitelyYes","maybe","1980","female","","white","","degree_md","not_employed_not_looking","detached","","rent","","4","moderate","","no",""
"aMhDrqt_dKw_A4ugg4BUmchNJP-tgLZfGxyldghyprZ9sCW7GDXi_GzYY7ccblml","2021-10-30 17:19:18","2021-10-30 17:20:48","2021-10-30 17:20:48","","1809","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street","","2","maybe","probablyNot","1969","male","","white","","college_some","disabled","townhome","","rent","","1","very_liberal","","prefer_not_say","interesting to learn at the beginning"
"TmdoB2_-qZ2Sg5UR3CaCdjUklJGPkzjhiVaCAjzRFvNptRspRHtO0audgiCNxz55","2021-10-30 17:19:29","2021-10-30 17:21:36","2021-10-30 17:21:36","","5197","hev","phev","not_sure","0","","","driveway","","2","maybe","maybe","1951","male","","white","","hs","retired","detached","","own","","1","conservative","","no",""
"bxV-GbvUm9axaz6YP0eLA-9J_touEcSHrZi8z6s6Ud8pL2DGMktKshvWNicI9ZzK","2021-10-30 17:19:36","2021-10-30 17:21:13","2021-10-30 17:21:13","","2393","hev","hev","7500","1","Gasoline","","driveway","","1","maybe","maybe","1961","male","","hispanic","","college_some","retired","detached","","own","","2","moderate","","no",""
"HGXWPw99-reJZSc94uMjdybiD9mPPUqC0EQJAFXuDz1hWiQ7YBSDJVlH7LOy-OQ_","2021-10-30 17:19:45","2021-10-30 17:21:37","2021-10-30 17:21:37","","8471","hev","phev, bev","not_sure","0","","","driveway","","3","probablyNot","probablyNot","1979","female","","white","","hs","disabled","detached","","rent","","2","very_conservative","","no",""
"wR_x044uNfXN2IQzcB3yXxO1B8hbNghZ_B3nx9UMnIl_T4yNIp_HKJV1V8_YyE8l","2021-10-30 17:19:45","2021-10-30 17:22:10","2021-10-30 17:22:10","","9930","hev","phev, bev","not_sure","3","Gasoline","","street, driveway, SFH","","2","definitelyYes","definitelyYes","1974","male","","black, native","","hs","not_employed_yes_looking","detached","","own","","4","liberal","","yes","Great job it was a great survey I'd like to do more of those please thank you"
"TSFkVTN0CsP1e3QCKtJXtOPdrdcmmxQDqrhFzgm_BTH_lMVfiDFTCPR2LZOlDtcf","2021-10-30 17:19:47","2021-10-30 17:22:05","2021-10-30 17:22:05","","7537","hev","hev, phev","not_sure","1","Gasoline","","driveway","","2","probablyYes","probablyYes","1981","male","","white","","hs","employed_over40","mobile","","rent","","4","conservative","","yes","Good comle sation for time spent... Thanks"
"nPAmwne107AeZfRl0_X2c7Ts4INOHh5TSkfceMQga6ww64X3wp2MZz4xrUQ0dCEd","2021-10-30 17:19:57","2021-10-30 17:22:03","2021-10-30 17:22:03","","9514","hev, phev","phev, bev","7500","1","Gasoline","","driveway","","1","probablyYes","probablyYes","1983","female","","white","","college_some","employed_over40","detached","","own","","5 or more","moderate","","yes","None"
"ZKT5GbnpGkXAS8THTNLH-qH-Zvp6RS_Z8yFHomMD41iKKnrG5N_-VpklKFP13p7d","2021-10-30 17:20:03","2021-10-30 17:21:27","2021-10-30 17:21:28","","3202","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","3","probablyYes","probablyNot","1999","female","","white","","college_some","not_employed_yes_looking","apartment","","rent","","4","liberal","","yes",""
"-FKsDL93E0QhILZPBF3OyaA4NYcalSqH7u7v1HkSGtdbiAW_e8lcMh_87nWO-D3T","2021-10-30 17:20:15","2021-10-30 17:21:12","2021-10-30 17:21:12","","3121","hev","hev","2500","3","Gasoline","","driveway","","2","maybe","maybe","1982","female","","white","","college_some","employed_under40","detached","","rent","","3","moderate","","no",""
"y5W-Uzy5lbuOOl3BgQyFapTi6gnhGne77JcceICzfG7pDRhKC67BvlH54F336zPK","2021-10-30 17:20:17","2021-10-30 17:22:46","2021-10-30 17:22:46","","9464","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1971","female","","white","","college_some","disabled","mobile","","rent","","4","liberal","","prefer_not_say",""
"H_JFwr6p44R9CcliDaBFoAU---Ksko5ICacHBghisZsjCUI_7f7xUlW4RHXlbgFL","2021-10-30 17:20:18","2021-10-30 17:22:27","2021-10-30 17:22:27","","5039","hev","phev, bev","not_sure","2","Gasoline","","driveway","","1","maybe","maybe","1986","female","","white","","degree_associate","student","townhome","","rent","","2","liberal","","yes",""
"N_SZHAq4wLYiq7eOgax_uZ5EPWhpajHQidmh0-jaFnWL8mnF73h74Rr1LRpOJnTe","2021-10-30 17:20:20","2021-10-30 17:22:29","2021-10-30 17:22:29","","1903","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","prefer_not_say","","2","maybe","definitelyNot","1992","female","","white","","degree_associate","employed_under40","detached","","rent","","4","moderate","","prefer_not_say",""
"1d3W0DppjBZMiirEmyWndslq1Us3wjTZWYC-DIV9dN2GL4meDpCpxtLzTtI1P0R_","2021-10-30 17:20:27","2021-10-30 17:22:20","2021-10-30 17:22:20","","8892","hev","phev, bev","not_sure","1","Gasoline","","shared_garage","","2","maybe","probablyNot","1945","male","","white","","degree_bs","retired","apartment","","rent","","1","moderate","","yes",""
"DVhlWKawBDPOg7oBXgFJ5C13fdBjvqIWSs1w0U9_Bw1b8X3aD-4huD9GztBKl0MF","2021-10-30 17:20:51","2021-10-30 17:22:23","2021-10-30 17:22:23","","5505","hev, phev, bev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyYes","1974","female","","white","","college_some","not_employed_not_looking","apartment","","rent","","1","liberal","","yes",""
"zUwKwMcCecaSYjgfq74Hj0lAcXhydRWzXs7WdntABLVq9b_fUj2qKK_opTcTtg4L","2021-10-30 17:21:14","2021-10-30 17:22:59","2021-10-30 17:22:59","","7107","hev, phev","phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1973","female","","white","","hs","employed_under40","apartment","","rent","","1","liberal","","yes",""
"I3YC9XG4aumbuJaK1hqTAAmHm2zfyGZt7qVR7iXEti8jw--9VbWWB7KAKx10nUZf","2021-10-30 17:21:39","2021-10-30 17:23:49","2021-10-30 17:23:49","","5147","hev, phev","phev, bev","not_sure","1","Gasoline","","shared_lot","","3","probablyYes","probablyYes","1967","female","","white","","college_some","employed_over40","apartment","","rent","","1","liberal","","no","interesting survey"
"R_I25GN-Fl6JNyBSdkpNy7YtGxrCGiklRuyNfhjLaC_uxyGT7ji1IGlp-EU8mugW","2021-10-30 17:21:45","2021-10-30 17:23:11","2021-10-30 17:23:11","","6812","hev","hev","5000","1","Hybrid","","driveway, SFH","","2","definitelyYes","definitelyYes","1965","male","","white","","college_some","employed_under40","detached","","own","","1","moderate","","no","Good survey thanks "
"BcAVokLfvll9Nzr-Vf-ux05B_N2-rRAIKpeM5rB08UPDFQW2M_aeWw8uBdt87Mwz","2021-10-30 17:21:58","2021-10-30 17:27:22","2021-10-30 17:27:22","","7386","hev","phev","2500","2","Gasoline","","shared_garage","","2","probablyNot","probablyNot","1995","female","","hispanic","","college_some","employed_under40","townhome","","rent","","3","moderate","","no","Necesitamos más encuestas como esta."
"m391V3kbrMX95W5c1R8pLuR7gShZhX6fr-NS0TqOMfA3OMdjN5rhjwHJSyHdyrlK","2021-10-30 17:22:22","2021-10-30 17:24:49","2021-10-30 17:24:49","","840","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1984","male","","white","","degree_bs","employed_over40","apartment","","rent","","2","moderate","","yes","I wish these paid enough to make it worth my time, although this survey was one of the more interesting ones I've ever done"
"2UW1DmEL9v3QT65LyOq0fokrwBtXXY3kNjtMPEQ_b_19THgmmWcVL-x_ZTn8ZstQ","2021-10-30 17:22:27","2021-10-30 17:23:50","2021-10-30 17:23:50","","4823","hev","phev, bev","not_sure","2","Gasoline","","driveway","","2","maybe","maybe","1958","female","","white","","college_some","retired","detached","","own","","2","liberal","","no",""
"dZ0hX9W5a9ziIYyHkv1SAgfeotmnvX5QbuAu0kNg9LbY3Ni7MjDQ7Sxwy-ZE9-Mr","2021-10-30 17:22:54","2021-10-30 17:25:51","2021-10-30 17:25:51","","872","hev","phev","not_sure","0","","","street, shared_lot","","2","maybe","probablyNot","1971","male","","white","","degree_ms","employed_under40","apartment","","rent","","1","liberal","","no","One question I had: is the tax credit option a ""refundable"" credit? Reason I'm asking is that my income is so low that I often don't owe income taxes--so a non-refundable tax credit holds no interest for me. A refundable credit, on the other hand, feels like free money, and would definitely be of interest."
"tZ-b8f1zgvN1crqPanaI-z4zAwju9fwoxV8Kjt4Gy1Bv1o1q21ojuIGxgPs6ZMCQ","2021-10-30 17:23:00","2021-10-30 17:24:41","2021-10-30 17:24:42","","6848","hev","phev, bev","not_sure","1","Gasoline","","street, driveway","","3","definitelyNot","definitelyNot","1965","male","","black","","hs","employed_under40","condo","","own","","3","moderate","","yes",""
"DjcVfw1onDusrfrRjlKSsbP7hRpaikFd6rlua3u9nxjzgS_VI1VLBgTLCXlRkJFq","2021-10-30 17:23:12","2021-10-30 17:24:49","2021-10-30 17:24:49","","6841","hev","phev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1960","female","","white","","college_some","disabled","mobile","","rent","","1","conservative","","no",""
"CTv-x64bZ7-LUd0kemC65QR8WimfcS7dUr3WkpCNs5ZVd6cIpMapq2ZOKfeYsY46","2021-10-30 17:23:50","2021-10-30 17:25:35","2021-10-30 17:25:35","","9024","hev","phev","5000","1","Gasoline","","street","","2","probablyYes","probablyNot","1988","male","","hispanic","","vocational","not_employed_yes_looking","apartment","","rent","","5 or more","moderate","","yes",""
"ru7YmwPsB2PxpW5BPm_QX9a8q3iGJSFfD95P9B_vkZQ5V3x6UMThYYtg42mIiU8H","2021-10-30 17:24:35","2021-10-30 17:26:57","2021-10-30 17:26:57","","3573","hev","bev","2500","2","Hybrid","","SFH","","2","maybe","maybe","1957","male","","white","","degree_associate","retired","detached","","own","","2","moderate","","no",""
"xt-d1-8bPncCve5ytzYCqpuvvfrXnqY-pWDiOWhJQo1evnEM49ee1QQLUtl19gKt","2021-10-30 17:24:52","2021-10-30 17:27:24","2021-10-30 17:27:24","","5640","hev","phev, bev","1000","1","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1983","female","","white","","hs","not_employed_not_looking","detached","","own","","3","moderate","","no","this was informative "
"FTNXH8TBoy-8E_8AnQ-GseX580KJXlJmbR8Gaq-FFTrcI9Dq8OhtncnyPbrpDsV7","2021-10-30 17:24:54","2021-10-30 17:26:45","2021-10-30 17:26:45","","9535","hev","phev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1977","male","","black","","hs","not_employed_yes_looking","mobile","","own","","3","moderate","","no","It was a decent survey."
"cQD4DGmyhg0Mk6McgP0NYjH7NGDaSMZzDd2LSbPX3w6g1XlXparhtBwRFUnMO3z_","2021-10-30 17:25:26","2021-10-30 17:27:00","2021-10-30 17:27:00","","4652","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway, shared_lot","","1","definitelyYes","probablyYes","1956","female","","white","","degree_ms","retired","apartment","","rent","","1","liberal","","no",""
"uE2RjHxVUGiVspFLNAjzxBIRWAjtKtd4NcjFu_y0uKoEm94K91iNpcNNhNoVxVga","2021-10-30 17:25:30","2021-10-30 17:28:57","2021-10-30 17:28:57","","913","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","1","definitelyYes","definitelyYes","1937","female","","white","","college_some","employed_under40","detached","","own","","1","liberal","","no","My son has a tesla..and also a turbine in the yard  he lives next door to me...I want a tesla as well"
"tZ45jPkAVGHUpU5ERsTGi7JCRHyy9Xa3aYNw5srJOh6iWPuhIGoO9T1c463IGHoW","2021-10-30 17:26:01","2021-10-30 17:27:38","2021-10-30 17:27:38","","208","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway, SFH, shared_garage","","2","maybe","maybe","1989","female","","hispanic","","college_some","not_employed_yes_looking","detached","","rent","","2","moderate","","yes",""
"Xzgf9ybXkRTFiryJr_Q8QSUi7E_5V6m45YFs3Xbhl31XwBdT8b12YwVmHfWGpAam","2021-10-30 17:26:19","2021-10-30 17:27:39","2021-10-30 17:27:39","","4399","hev","phev","not_sure","2","Gasoline","","SFH","","2","maybe","maybe","1966","female","","white","","vocational","not_employed_not_looking","detached","","own","","5 or more","very_conservative","","no",""
"6FAeR_9rCk-vE2ZJhtcoWssl4o0SJWTRbQZX-Q5FrJUX8_uHHHfJFhnhFSiJ5HCW","2021-10-30 17:26:21","2021-10-30 17:28:07","2021-10-30 17:28:07","","5098","hev, phev","hev, phev, bev","2500","1","Gasoline","","prefer_not_say","","3","maybe","maybe","1973","male","","white","","college_some","prefer_not_say","detached","","own","","2","conservative","","yes",""
"AxzySF66OV8_BTHPq2PjJrpk_iPZxTDggurQQcm3iOFt-f2t1-pLWS8S29J8TzhX","2021-10-30 17:26:26","2021-10-30 17:28:04","2021-10-30 17:28:04","","7016","hev","phev, bev","not_sure","1","Gasoline","","driveway, SFH","","3","maybe","maybe","1990","male","","white","","college_some","employed_under40","detached","","own","","1","moderate","","no",""
"KZA8JwfCrDtbHXsTDLF_98o1a7_TUbl5qJFKJmyClb1DgSGa995HGDZfEutO3IF2","2021-10-30 17:26:37","2021-10-30 17:29:04","2021-10-30 17:29:04","","7561","hev","bev","not_sure","1","Gasoline","","driveway","","1","maybe","maybe","1971","male","","white","","hs","not_employed_yes_looking","mobile","Motorhome","own","","2","moderate","","yes","This was a good survey"
"PJB8g-WaFN-DdXTEEgOfQ1ws19YyArfHe_79oQ8_8djusgPc9ZE6ESBkIoNXTORC","2021-10-30 17:26:37","2021-10-30 17:28:33","2021-10-30 17:28:33","","7214","hev, phev","phev, bev","not_sure","1","Gasoline","","street","","2","definitelyYes","definitelyYes","1946","male","","white","","college_some","retired","mobile","","own","","2","liberal","","no",""
"TzS3N-soDF5zE-ktfgAuy-6VyRpXwYMLL-ha_espb6zpBYBaIEWDm-_RRiJrNSRe","2021-10-30 17:26:43","2021-10-30 17:27:54","2021-10-30 17:27:54","","6872","","phev","7500","1","Gasoline","","driveway","","2","maybe","maybe","1987","female","","white","","hs","employed_over40","mobile","","rent","","3","moderate","","no","Idk"
"9FQDllLbnrP5V-_J6Jn-kJvQeUMdA1_2vTDNJrX_vvo5-9SVrigq9stZqyjtu-qE","2021-10-30 17:26:51","2021-10-30 17:28:56","2021-10-30 17:28:56","","8747","hev","phev, bev","not_sure","2","Gasoline","","street","","2","maybe","maybe","1953","male","","white","","hs","employed_under40","detached","","own","","2","moderate","","no","none"
"jICVkXEaUz7FzDR6YB3XxnxNLVHWpxMZ43VL0aJ49pBZzUakuTChw7I2oFAEAA08","2021-10-30 17:26:52","2021-10-30 17:28:21","2021-10-30 17:28:21","","4421","hev","phev","not_sure","0","","","street","","3","maybe","maybe","1978","female","","black","","college_some","retired","apartment","","rent","","4","moderate","","no",""
"aXab4iSwchAGvI9RCQ3aDg4zG3Zx5LgH9NcjFmrAc9Ax0Qoc2GkSRNnFjlKtQUCM","2021-10-30 17:26:54","2021-10-30 17:28:02","2021-10-30 17:28:02","","587","hev","phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyYes","probablyYes","1987","male","","asian","","degree_bs","not_employed_yes_looking","detached","","own","","3","moderate","","no",""
"7jIktIiQpDlGNPqH07uzKVqy0XDYtabDMywbH0a6lIJhkX0nFG-wSvpCNEIVoRGg","2021-10-30 17:27:06","2021-10-30 17:29:28","2021-10-30 17:29:28","","4427","phev","phev, bev","not_sure","0","","","driveway","","2","maybe","maybe","2001","male","","black","","degree_ms","not_employed_yes_looking","detached","","rent","","2","moderate","","no",""
"dZ5790x2AN1fOWTZDz0Aw7rA3anStHf9Zf1fyPQCwwhZT2V5RdX_IyjnWQgjX-eB","2021-10-30 17:27:53","2021-10-30 17:29:36","2021-10-30 17:29:36","","4275","hev","hev","not_sure","1","Gasoline","","street","","2","maybe","probablyNot","1959","female","","black","","college_some","employed_under40","apartment","","rent","","1","liberal","","yes",""
"VSc6X6zTxDyqfomfRgLUsKCFeY_mq0IvDTIUSTJLFYgbTIxHYAUAAEsbrDpEczSd","2021-10-30 17:28:09","2021-10-30 17:31:10","2021-10-30 17:31:10","","3731","hev","hev, phev, bev","7500","1","Gasoline","","street","","3","definitelyYes","definitelyYes","1995","female","","hispanic","","degree_bs","student","apartment","","rent","","3","moderate","","yes","Nice survey no complaints thanks for choosing me :) "
"xHY0rXn79-5cW-9X2wGQZ2IcGosY0BnW1amSApiVcoabqigGLZptkQPkdrpwJJ_E","2021-10-30 17:28:10","2021-10-30 17:30:25","2021-10-30 17:30:25","","9959","hev, phev","phev, bev","5000","2","Gasoline","","street, driveway","","2","probablyYes","maybe","1976","male","","white","","degree_associate","employed_under40","detached","","rent","","2","very_liberal","","yes",""
"cu_ZJ94tolSL8VNNO-i63IGKgxILLX5XXQHYwvlZ-QRhujRQ4lOMKEGiSL7ye4Xw","2021-10-30 17:28:19","2021-10-30 17:31:01","2021-10-30 17:31:01","","8131","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1944","male","","white","","degree_bs","employed_under40","apartment","","rent","","1","conservative","","no",""
"uboa1alEktflewbSKFqah0jLKX8JtrchaDR_fJWcInmJ-MnDGF8hjsmLPnYP8rFj","2021-10-30 17:28:29","2021-10-30 17:30:12","2021-10-30 17:30:12","","1404","phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1973","female","","white","","vocational","employed_over40","detached","","rent","","5 or more","conservative","","yes",""
"x3IEOKcEwK32ckilhRCpE9grbDicJKwLvslZsF_YkhrNjeTCES0iYOYPxgMqpZNL","2021-10-30 17:28:33","2021-10-30 17:30:57","2021-10-30 17:30:57","","8493","hev","phev","not_sure","1","Gasoline","","street, driveway","","2","maybe","maybe","1981","female","","white","","college_some","disabled","detached","","rent","","5 or more","moderate","","yes",""
"hFONFenDjrWnh1PE70bk-FRYVMbTo11vwirVD1GkDeWiI0VD5WtLJoF_rqGgjTF8","2021-10-30 17:29:09","2021-10-30 17:32:43","2021-10-30 17:32:43","","8788","hev","phev","not_sure","1","Gasoline","","driveway","","2","maybe","probablyNot","1978","female","","white","","hs","disabled","detached","","own","","5 or more","moderate","","no",""
"EamnEBdeiop4EksFe5z8U-Jq_FHPSQPxh29i9965Lb-nmLvWFc5NO9FlHRtZ12eN","2021-10-30 17:29:18","2021-10-30 17:31:55","2021-10-30 17:31:55","","5311","","phev, bev","2500","1","Gasoline","","shared_lot","","1","maybe","maybe","1952","male","","white","","vocational","retired","apartment","","rent","","2","very_liberal","","no","no"
"aBi5Yn-J8ts-Ud5eLmGqk8siPsRD03nI8XAtypI7LXDr0k_WrxauGBkG2eImLOxh","2021-10-30 17:29:22","2021-10-30 17:31:47","2021-10-30 17:31:47","","5305","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyYes","probablyYes","1970","female","","white","","vocational","employed_over40","townhome","","own","","1","moderate","","yes","no awesome survey"
"koIiU1lHBgzSZ9Ocn62jROqoYGICtj7MhcXSq1D_wVQlJijZa-8FyODpApj5GJgO","2021-10-30 17:29:54","2021-10-30 17:32:47","2021-10-30 17:32:47","","106","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street","","2","maybe","maybe","1996","male","","black","","degree_bs","employed_over40","apartment","","rent","","3","very_liberal","","yes",""
"9YyTAdae85pUoHYltv-4wbneHgQHRT9_Nm6KU1EK1TBNqLIwP1dD4Z6n58aHO5J3","2021-10-30 17:29:55","2021-10-30 17:31:11","2021-10-30 17:31:11","","4239","hev","phev","not_sure","2","Gasoline","","driveway","","3","maybe","probablyNot","1980","female","","white","","degree_associate","not_employed_not_looking","detached","","own","","4","conservative","","yes",""
"M_8hrQhAQfOi8XK3uKtjcumPsy5Dmp9gqPcAj3STIVgkvx7qLYGNntWBhv23e3nE","2021-10-30 17:30:26","2021-10-30 17:33:44","2021-10-30 17:33:44","","3266","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","1","probablyNot","probablyNot","1972","male","","white","","degree_associate","employed_over40","apartment","","rent","","1","conservative","","no","A bit more explaining on tax credits."
"lwhbd_GtF1V8zcD3gNXlBsTVQXFgtJRLIWWxxsuFyDum-_Trr8kz8ywzlAGDDnhg","2021-10-30 17:31:21","2021-10-30 17:33:51","2021-10-30 17:33:51","","4515","hev","phev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1984","female","","white","","no_hs","not_employed_not_looking","detached","","rent","","2","moderate","","no",""
"yMDSuL_Ht8CQTMOapiZREzVFy4o8OP8HYEtt7NJKz6_5vvvu_qrtpHQK5eA2awPy","2021-10-30 17:32:03","2021-10-30 17:38:50","2021-10-30 17:38:50","","9626","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1959","female","","white","","hs","employed_over40","mobile","","own","","1","moderate","","no","Nothing to add"
"WrDwBUkm50Vop3qjSVOSvjKn1NFnBBm8FtLL-_N6-z2I7ljUTo9t_4PWCP0Pygrm","2021-10-30 17:32:27","2021-10-30 17:34:54","2021-10-30 17:34:54","","8844","hev","phev, bev","not_sure","1","Gasoline","","shared_lot","","3","probablyYes","maybe","1988","female","","black","","college_some","employed_over40","apartment","","rent","","2","very_liberal","","yes",""
"hULqD287NRI-BW-oWSsL4BqehFpxXjzXXbnye57c0JA9249kx6Ls_Y21ydNH9Ydn","2021-10-30 17:32:48","2021-10-30 17:35:31","2021-10-30 17:35:31","","4810","hev, phev","phev, bev","not_sure","1","Gasoline","","shared_lot","","3","probablyYes","maybe","1956","male","","white","","degree_bs","retired","condo","","own","","1","moderate","","no","Well thought out, great questions."
"ki81-YW9y6DPwoj7URg-IJzHDdkYt0MwtCPNs8N_RyuPObVrdY5xoRCzT4WbSsWH","2021-10-30 17:32:58","2021-10-30 17:36:06","2021-10-30 17:36:06","","229","hev, phev","phev, bev","1000","1","Hybrid","","driveway, SFH","","3","definitelyYes","definitelyYes","1986","male","","white","","hs","not_employed_yes_looking","detached","","own","","1","very_conservative","","no","this was great "
"LmVcQ9vtAo9YQjOytqR-ksdDeC4EOccX-d5SSZxqMqFSf2yfLW8LoOgzUWehgQEI","2021-10-30 17:33:26","2021-10-30 17:36:33","2021-10-30 17:36:33","","2989","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1967","female","","white","","college_some","not_employed_yes_looking","mobile","","rent","","4","moderate","","yes","Great"
"swFC0ZQDV2KAuEiB2dhf39lRiuJthCRXDKxLRV5t1rHlU-iwTDGZQqb2pMQi7yE3","2021-10-30 17:37:33","2021-10-30 17:39:21","2021-10-30 17:39:21","","7183","phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","probablyYes","1971","female","","white","","degree_associate","employed_under40","prefer_not_say","Garage apartment","rent","","2","conservative","","yes",""
"NYp5yabQA3wEKtw8RdfF7L4BoWu3F1dwcMK1ggdDEjCDJocstS7-m4sa56xr2ZTb","2021-10-30 17:38:16","2021-10-30 17:41:12","2021-10-30 17:41:12","","1265","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","maybe","1961","male","","white","","degree_associate","disabled","detached","","own","","1","moderate","","no",""
"GG9_IF3kKHabBme0EsN9BXZrDnSaYPNAU6gCj-Cs5lBPkHXbAUfJHTCLiIhxb4ke","2021-10-30 19:27:31","2021-10-30 19:30:50","2021-10-30 19:30:50","","3680","hev, phev","hev, phev, bev","not_sure","0","","","street, driveway","","3","maybe","maybe","1970","male","","white","","vocational","employed_under40","detached","","rent","","1","conservative","","no",""
"TOYWAkhPiFrfymLE-zqT9oEZg2xoUlw2T7uZMBgYm2wOQ9gKBasRzgQ7iYeOObw5","2021-11-01 21:55:21","2021-11-01 21:59:23","2021-11-01 21:59:23","","7080","phev","hev","2500","1","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1978","male","","black","","hs","not_employed_yes_looking","detached","","rent","","3","conservative","","yes","Thank You"
