session,id,respondentID,obsID,qID,altID,choice,maxSalestax,type,amount_nonSalesTax,amount_salesTax,timing_taxCredit,timing_rebate,source_rebate
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1616,6,2,0,1875,taxCredit,5000,1,immediate,0,dealer
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1616,6,3,0,1875,taxDeduction,6000,1,immediate,0,dealer
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1616,6,4,1,1875,rebate,6500,1,immediate,0,dealer
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1617,7,1,0,1875,salesTax,8000,0.5,immediate,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1617,7,2,0,1875,taxCredit,2500,0.5,immediate,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1617,7,3,0,1875,taxDeduction,3500,0.5,immediate,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1617,7,4,1,1875,rebate,6500,0.5,immediate,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1618,8,1,1,1875,salesTax,1000,1,immediate,2,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1618,8,2,0,1875,taxCredit,2000,1,immediate,2,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1618,8,3,0,1875,taxDeduction,1500,1,immediate,2,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1618,8,4,0,1875,rebate,1500,1,immediate,2,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1619,9,1,0,1875,salesTax,6500,1,tax_filing,6,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1619,9,2,0,1875,taxCredit,3500,1,tax_filing,6,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1619,9,3,0,1875,taxDeduction,3000,1,tax_filing,6,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1619,9,4,1,1875,rebate,5500,1,tax_filing,6,government
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1620,10,1,0,1875,salesTax,5000,0.5,tax_filing,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1620,10,2,0,1875,taxCredit,4000,0.5,tax_filing,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1620,10,3,0,1875,taxDeduction,7500,0.5,tax_filing,6,oem
a_jUZN0JwRHtDIleWyhSXot0Vt99o6R-m-v3EHY50v0FE2E0gep1_deKyrGtRLFl,162,3274,1620,10,4,1,1875,rebate,5000,0.5,tax_filing,6,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1621,1,1,0,1875,salesTax,6500,1,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1621,1,2,1,1875,taxCredit,7000,1,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1621,1,3,0,1875,taxDeduction,7000,1,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1621,1,4,0,1875,rebate,1500,1,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1622,2,1,0,1875,salesTax,2000,1,immediate,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1622,2,2,1,1875,taxCredit,1000,1,immediate,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1622,2,3,0,1875,taxDeduction,1000,1,immediate,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1622,2,4,0,1875,rebate,1000,1,immediate,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1623,3,1,0,1875,salesTax,4500,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1623,3,2,0,1875,taxCredit,4500,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1623,3,3,0,1875,taxDeduction,3000,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1623,3,4,1,1875,rebate,4000,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1624,4,1,0,1875,salesTax,4500,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1624,4,2,1,1875,taxCredit,8000,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1624,4,3,0,1875,taxDeduction,4000,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1624,4,4,0,1875,rebate,3500,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1625,5,1,0,1875,salesTax,2000,1,tax_filing,2,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1625,5,2,0,1875,taxCredit,1500,1,tax_filing,2,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1625,5,3,0,1875,taxDeduction,1000,1,tax_filing,2,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1625,5,4,1,1875,rebate,1000,1,tax_filing,2,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1626,6,1,0,1875,salesTax,2000,0.75,immediate,0,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1626,6,2,1,1875,taxCredit,7000,0.75,immediate,0,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1626,6,3,0,1875,taxDeduction,8000,0.75,immediate,0,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1626,6,4,0,1875,rebate,4000,0.75,immediate,0,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1627,7,1,0,1875,salesTax,7000,0.75,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1627,7,2,0,1875,taxCredit,4000,0.75,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1627,7,3,0,1875,taxDeduction,7000,0.75,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1627,7,4,1,1875,rebate,6000,0.75,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1628,8,1,0,1875,salesTax,1000,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1628,8,2,0,1875,taxCredit,1000,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1628,8,3,0,1875,taxDeduction,1500,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1628,8,4,1,1875,rebate,2000,1,tax_filing,6,dealer
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1629,9,1,0,1875,salesTax,3500,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1629,9,2,0,1875,taxCredit,4500,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1629,9,3,0,1875,taxDeduction,6500,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1629,9,4,1,1875,rebate,4000,0.5,tax_filing,0,oem
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1630,10,1,0,1875,salesTax,2500,0.5,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1630,10,2,0,1875,taxCredit,1000,0.5,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1630,10,3,0,1875,taxDeduction,4000,0.5,tax_filing,0,government
Ja4LgZklL7heiWtaqpnWcjNyOlSKVH5mIUHOJtSL2H7LploKL5OQK59KO2jWB-Oi,163,3303,1630,10,4,1,1875,rebate,2500,0.5,tax_filing,0,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1631,1,1,0,750,salesTax,3000,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1631,1,2,0,750,taxCredit,5500,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1631,1,3,0,750,taxDeduction,4500,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1631,1,4,1,750,rebate,3000,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1632,2,1,0,750,salesTax,2000,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1632,2,2,0,750,taxCredit,1500,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1632,2,3,0,750,taxDeduction,1000,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1632,2,4,1,750,rebate,2000,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1633,3,1,0,750,salesTax,7500,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1633,3,2,0,750,taxCredit,7500,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1633,3,3,1,750,taxDeduction,4000,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1633,3,4,0,750,rebate,1000,0.5,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1634,4,1,0,750,salesTax,7000,0.75,tax_filing,6,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1634,4,2,0,750,taxCredit,3000,0.75,tax_filing,6,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1634,4,3,0,750,taxDeduction,4000,0.75,tax_filing,6,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1634,4,4,1,750,rebate,5000,0.75,tax_filing,6,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1635,5,1,0,750,salesTax,1500,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1635,5,2,0,750,taxCredit,1500,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1635,5,3,1,750,taxDeduction,2000,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1635,5,4,0,750,rebate,1500,1,immediate,2,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1636,6,1,0,750,salesTax,6500,0.75,immediate,0,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1636,6,2,0,750,taxCredit,2500,0.75,immediate,0,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1636,6,3,0,750,taxDeduction,2000,0.75,immediate,0,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1636,6,4,1,750,rebate,4500,0.75,immediate,0,oem
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1637,7,1,0,750,salesTax,1000,0.75,tax_filing,6,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1637,7,2,0,750,taxCredit,7000,0.75,tax_filing,6,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1637,7,3,1,750,taxDeduction,7000,0.75,tax_filing,6,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1637,7,4,0,750,rebate,3000,0.75,tax_filing,6,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1638,8,1,0,750,salesTax,1500,1,immediate,6,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1638,8,2,0,750,taxCredit,2000,1,immediate,6,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1638,8,3,0,750,taxDeduction,2000,1,immediate,6,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1638,8,4,1,750,rebate,1500,1,immediate,6,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1639,9,1,0,750,salesTax,2500,1,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1639,9,2,1,750,taxCredit,5000,1,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1639,9,3,0,750,taxDeduction,4000,1,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1639,9,4,0,750,rebate,4500,1,tax_filing,2,dealer
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1640,10,1,0,750,salesTax,6500,0.75,tax_filing,0,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1640,10,2,0,750,taxCredit,7000,0.75,tax_filing,0,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1640,10,3,0,750,taxDeduction,6000,0.75,tax_filing,0,government
UUVwDzp4gVWkr3yT045lCMFTIoTg7D28aCH0jg90wA3qDyjZDpEFlvKESZfRKETX,164,3344,1640,10,4,1,750,rebate,7000,0.75,tax_filing,0,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1641,1,1,0,750,salesTax,1000,0.75,tax_filing,0,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1641,1,2,0,750,taxCredit,1500,0.75,tax_filing,0,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1641,1,3,0,750,taxDeduction,3500,0.75,tax_filing,0,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1641,1,4,1,750,rebate,8000,0.75,tax_filing,0,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1642,2,1,0,750,salesTax,1500,1,immediate,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1642,2,2,0,750,taxCredit,1000,1,immediate,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1642,2,3,1,750,taxDeduction,1500,1,immediate,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1642,2,4,0,750,rebate,2000,1,immediate,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1643,3,1,0,750,salesTax,5000,1,immediate,6,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1643,3,2,0,750,taxCredit,4500,1,immediate,6,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1643,3,3,0,750,taxDeduction,4000,1,immediate,6,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1643,3,4,1,750,rebate,8000,1,immediate,6,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1644,4,1,0,750,salesTax,7000,1,immediate,0,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1644,4,2,0,750,taxCredit,4500,1,immediate,0,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1644,4,3,1,750,taxDeduction,7000,1,immediate,0,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1644,4,4,0,750,rebate,8000,1,immediate,0,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1645,5,1,1,750,salesTax,2000,1,tax_filing,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1645,5,2,0,750,taxCredit,1500,1,tax_filing,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1645,5,3,0,750,taxDeduction,1500,1,tax_filing,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1645,5,4,0,750,rebate,1500,1,tax_filing,6,government
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1646,6,1,0,750,salesTax,1500,0.5,tax_filing,6,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1646,6,2,0,750,taxCredit,3500,0.5,tax_filing,6,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1646,6,3,0,750,taxDeduction,4000,0.5,tax_filing,6,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1646,6,4,1,750,rebate,6500,0.5,tax_filing,6,dealer
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1647,7,1,0,750,salesTax,4000,0.75,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1647,7,2,0,750,taxCredit,1500,0.75,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1647,7,3,1,750,taxDeduction,6000,0.75,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1647,7,4,0,750,rebate,4000,0.75,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1648,8,1,0,750,salesTax,1000,1,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1648,8,2,0,750,taxCredit,1500,1,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1648,8,3,0,750,taxDeduction,2000,1,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1648,8,4,1,750,rebate,2000,1,immediate,2,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1649,9,1,0,750,salesTax,1500,0.5,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1649,9,2,0,750,taxCredit,6500,0.5,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1649,9,3,1,750,taxDeduction,7000,0.5,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1649,9,4,0,750,rebate,1000,0.5,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1650,10,1,0,750,salesTax,5000,1,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1650,10,2,0,750,taxCredit,8000,1,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1650,10,3,0,750,taxDeduction,5500,1,immediate,0,oem
Vsb3ddE_whju93qxjKp62Uf1_loB7Vykc8R4bfcdtciMc0qzHk4pe1Z5kBq5rBtG,165,3347,1650,10,4,1,750,rebate,5500,1,immediate,0,oem
qgjJ-_CdW7N5Htkz0T8UWpbH1jAIXlf3pIZOiHIsyb2OmfoBILe2N7_LZDgPLT-1,166,3364,1651,1,1,0,1875,salesTax,7500,0.5,immediate,0,government
